Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,url,name,description,price,currency,terms,section,season,material,origin
209185,End-cap,Yes,clothing,No,1343,Zara,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html,RIBBED TEXT T-SHIRT NAVY,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,17.99,USD,jackets,MAN,Spring,Cotton,Bangladesh
201557,Aisle,No,clothing,No,890,Zara,https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html,BASIC FOIL KNIT SWEATER WHITE,Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.,24.99,USD,jackets,MAN,Summer,Wool,Bangladesh
200246,Aisle,Yes,clothing,Yes,1195,Zara,https://www.zara.com/us/en/text-t-shirt-p00962458.html,DOUBLE-BREASTED TOPSTITCH SNEAKERS BEIGE,Boxy fit T-shirt with round neck and short sleeves. Contrasting prints at shoulder and back.,25.99,USD,sweaters,MAN,Spring,Linen,Vietnam
218265,Front of Store,No,clothing,Yes,814,Zara,https://www.zara.com/us/en/100-linen-overshirt-p04224708.html,STRUCTURED ZIPPERED WOOL BLEND OVERSHIRT GREY,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,39.0,USD,shoes,WOMAN,Autumn,Wool Blend,Portugal
218120,Aisle,No,clothing,Yes,874,Zara,https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html,ABSTRACT PRINT T-SHIRT SKY BLUE #4,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and side hip pockets. Front button closure.,29.99,USD,jackets,WOMAN,Spring,Linen,China
214637,End-cap,No,clothing,No,771,Zara,https://www.zara.com/us/en/oversize-fit-t-shirt-p04092405.html,PLEATED KNIT SWEATER WITH PIPING BLACK,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,49.99,USD,jackets,WOMAN,Autumn,Wool Blend,Vietnam
120266,Front of Store,No,clothing,Yes,937,Zara,https://www.zara.com/us/en/plaid-overshirt-p04266381.html,PLAID OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,15.95,USD,jackets,WOMAN,Autumn,Cotton,India
205753,Front of Store,Yes,clothing,No,1485,Zara,https://www.zara.com/us/en/heart-print-t-shirt-p06224419.html,EMBROIDERED PLEATED WIDE FIT JEANS ECRU,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,17.99,USD,t-shirts,WOMAN,Spring,Denim,Vietnam
215474,End-cap,No,clothing,Yes,851,Zara,https://www.zara.com/us/en/hiking-boots-p12103320.html,REGULAR PRINTED DENIM OVERSHIRT BURGUNDY,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,39.99,USD,jackets,WOMAN,Spring,Linen,Bangladesh
202885,End-cap,Yes,clothing,No,1359,Zara,https://www.zara.com/us/en/oversized-bomber-jacket-p08281311.html,OVERSIZED HEART PRINT T-SHIRT TAUPE,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,68.95,USD,jackets,WOMAN,Spring,Cotton,India
207806,Front of Store,Yes,clothing,No,1395,Zara,https://www.zara.com/us/en/printed-denim-overshirt-p02553808.html,PLEATED COTTON BLEND BOMBER JACKET BROWN,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,30.99,USD,shoes,MAN,Spring,Cotton,India
209679,Front of Store,Yes,clothing,No,1250,Zara,https://www.zara.com/us/en/zippered-jacket-p04087418.html,UTILITY CROPPED OVERSHIRT BEIGE,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,23.99,USD,jackets,MAN,Spring,Cotton,Turkey
214502,Front of Store,No,clothing,No,798,Zara,https://www.zara.com/us/en/oversize-fit-t-shirt-p04092405.html,OVERSIZED CABLE KNIT METALLIC SWEATER,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,39.99,USD,jackets,MAN,Autumn,Polyester,Turkey
208782,Aisle,Yes,clothing,Yes,1611,Zara,https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html,EMBROIDERED TEXTURED WEAVE OVERSHIRT ECRU,Round neck long sleeve sweater. Rib trim.,14.0,USD,jackets,WOMAN,Winter,Wool Blend,Bangladesh
202593,Aisle,No,clothing,Yes,1135,Zara,https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p04302305.html,TAILORED RIBBED KNIT T-SHIRT NAVY,Sweater made of 30% wool thread. Round neck and long sleeves. Rib trim.,16.99,USD,jackets,MAN,Summer,Linen,India
204047,Aisle,Yes,clothing,Yes,1562,Zara,https://www.zara.com/us/en/mixed-collar-jacket-p03046507.html,STRIPED TEXTURED OVERSHIRT TAUPE,Basic sweater with round neck and long sleeves. Side button details at shoulders.,89.99,USD,t-shirts,WOMAN,Winter,Wool,Turkey
212025,Aisle,No,clothing,No,838,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html,SATIN FAUX LEATHER JACKET BURGUNDY,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,59.99,USD,t-shirts,WOMAN,Spring,Silk,Turkey
212189,End-cap,No,clothing,No,833,Zara,https://www.zara.com/us/en/woven-leather-slides-p12708320.html,RELAXED KNIT PEARL SWEATER IVORY,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,22.99,USD,sweaters,MAN,Autumn,Wool,Turkey
206583,Aisle,No,clothing,No,979,Zara,https://www.zara.com/us/en/faux-leather-boxy-fit-jacket-p08281654.html,KNIT OPEN BACK PEARLY SWEATER SKY BLUE,Slim fit jacket. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,32.99,USD,jeans,MAN,Winter,Wool Blend,Spain
203351,Aisle,No,clothing,No,937,Zara,https://www.zara.com/us/en/text-t-shirt-p00962458.html,UTILITY WAXED EFFECT PLAID JACKET CHARCOAL,Sandals with two straps. The thin straps hug the instep. Slightly chunky sole.,65.99,USD,sweaters,WOMAN,Summer,Cotton,Morocco
211188,Aisle,No,clothing,No,1057,Zara,https://www.zara.com/us/en/slim-fit-suit-jacket-p04239493.html,SUEDE SNEAKERS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,17.99,USD,jackets,WOMAN,Winter,Cotton,Morocco
216663,End-cap,No,clothing,Yes,940,Zara,https://www.zara.com/us/en/technical-overshirt-p05320500.html,KNIT PURL KNIT SWEATER SKY BLUE,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,17.99,USD,shoes,WOMAN,Winter,Acrylic,China
208432,Front of Store,Yes,clothing,No,1308,Zara,https://www.zara.com/us/en/basic-puffer-jacket-p06985450.html,TAILORED KNIT SWEATER WITH PIPING SKY BLUE,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,26.99,USD,jackets,MAN,Winter,Wool,China
209716,Front of Store,No,clothing,Yes,800,Zara,https://www.zara.com/us/en/knit-open-back-pearly-sweater-p04331152.html,BELTED FAUX SUEDE PATCH JACKET ECRU,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,49.95,USD,t-shirts,WOMAN,Autumn,Polyester,Brazil
215928,Aisle,No,clothing,Yes,925,Zara,https://www.zara.com/us/en/basic-medium-weight-t-shirt-p01887470.html,OVERSIZED REVERSIBLE PLAID OVERSHIRT BLACK,Round neck long sleeve sweater. Rib trim.,76.95,USD,shoes,WOMAN,Winter,Wool Blend,Turkey
217652,End-cap,No,clothing,Yes,850,Zara,https://www.zara.com/us/en/plaid-overshirt-p04054659.html,RIBBED ABSTRACT PRINT KNIT T-SHIRT BROWN,Suede leather boots. Ridged seam detail at upper. Lacing with two pairs of eyelets. Welt around upper. Slightly chunky sole.,55.95,USD,jackets,MAN,Summer,Cotton,India
209356,Aisle,No,clothing,No,936,Zara,https://www.zara.com/us/en/contrast-sole-leather-sneakers-p12510320.html,REGULAR RIPPED STRAIGHT FIT JEANS WHITE,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,29.0,USD,jackets,WOMAN,Spring,Cotton,Bangladesh
216566,Aisle,Yes,clothing,Yes,1376,Zara,https://www.zara.com/us/en/chunky-sole-multipiece-sneakers-p12266220.html,RELAXED BASIC MEDIUM WEIGHT T-SHIRT WHITE,Sneakers. Combination of colors and pieces at upper. Lacing with six pairs of eyelets. Chunky rubber sole with irregular design.,40.99,USD,sweaters,WOMAN,Spring,Cotton,Spain
218367,Front of Store,No,clothing,Yes,926,Zara,https://www.zara.com/us/en/faux-leather-oversized-jacket-limited-edition-p07380310.html,BELTED MULTIPIECE SNEAKERS SAND,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,19.99,USD,jackets,WOMAN,Autumn,Wool Blend,Turkey
202715,Front of Store,Yes,clothing,Yes,1536,Zara,https://www.zara.com/us/en/chunky-sole-canvas-lace-up-boots-p12005320.html,HIGH-WAIST TEXT T-SHIRT WHITE,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,44.95,USD,jackets,WOMAN,Summer,Cotton,China
204839,Front of Store,No,clothing,Yes,908,Zara,https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html,LINEN CROPPED OVERSHIRT NAVY,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,29.0,USD,jackets,WOMAN,Spring,Linen Blend,China
211773,End-cap,No,clothing,No,730,Zara,https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html,RIBBED MIXED COLLAR JACKET CHARCOAL,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,29.95,USD,jackets,MAN,Spring,Viscose,India
214162,Aisle,Yes,clothing,Yes,1553,Zara,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html,PLEATED ABSTRACT JACQUARD SWEATER BROWN,Ankle boots. Made of leather with a suede finish. Faux shearling interior and side detail. Rounded shape. Welt around upper. Back pull tab. Chunky lug soles.,15.95,USD,jackets,WOMAN,Winter,Wool Blend,Bangladesh
217216,Aisle,Yes,clothing,Yes,1444,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html,OVERSIZED STRUCTURED TWILL OVERSHIRT BLACK,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,29.0,USD,jackets,WOMAN,Winter,Polyester,Cambodia
219190,Front of Store,Yes,clothing,No,1527,Zara,https://www.zara.com/us/en/oversized-knit-sweater-p09598288.html,QUILTED FAUX SHEARLING PLAID JACKET TAUPE,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,17.99,USD,jackets,WOMAN,Spring,Cotton,Bangladesh
218953,Aisle,Yes,clothing,No,1157,Zara,https://www.zara.com/us/en/herringbone-textured-jacket-p08491401.html,UTILITY ASYMMETRIC CROPPED KNIT SWEATER KHAKI,Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.,80.99,USD,sweaters,WOMAN,Autumn,Wool Blend,China
159816,Front of Store,Yes,clothing,Yes,1611,Zara,https://www.zara.com/us/en/basic-medium-weight-t-shirt-p01887470.html,BASIC MEDIUM WEIGHT T-SHIRT,Regular fit T-shirt. Round neck and short sleeves.,25.95,USD,t-shirts,WOMAN,Spring,Linen Blend,Turkey
218199,Front of Store,No,clothing,Yes,886,Zara,https://www.zara.com/us/en/bomber-jacket-p05344402.html,DOUBLE-BREASTED ABSTRACT JACQUARD SWEATER BURGUNDY,Sneakers. Pieces and topstitching at upper. Lacing with six pairs of eyelets. Contrasting slightly chunky soles.,35.99,USD,jackets,MAN,Autumn,Wool Blend,Turkey
200855,End-cap,No,clothing,No,773,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p03833401.html,EMBROIDERED FOIL KNIT CROP SWEATER BURGUNDY,Jacket made of technical fabric with brushed interior. High collar with adjustable hood. Long sleeves with cuffs and adhesive straps. Zip pockets at chest and hip. Front zip closure.,69.95,USD,jackets,MAN,Autumn,Wool Blend,Morocco
211564,Front of Store,No,clothing,No,688,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p01538301.html,LINEN TASSEL LEATHER LOAFERS BLACK,Sandals with two straps. The thin straps hug the instep. Slightly chunky sole.,89.95,USD,t-shirts,MAN,Spring,Linen,Turkey
208038,Aisle,No,clothing,No,789,Zara,https://www.zara.com/us/en/pocket-jacket-p04297266.html,RIBBED PADDED CORDUROY OVERSHIRT SKY BLUE,Ankle boots. Made of leather with a suede finish. Faux shearling interior and side detail. Rounded shape. Welt around upper. Back pull tab. Chunky lug soles.,19.0,USD,sweaters,MAN,Autumn,Cotton,Morocco
213599,Front of Store,No,clothing,Yes,875,Zara,https://www.zara.com/us/en/oversized-knit-sweater-p09598288.html,TEXTURED TUXEDO JACKET STONE,Long sleeve high collar cropped sweater. Frayed hem.,77.99,USD,shoes,WOMAN,Winter,Wool,China
211897,End-cap,Yes,clothing,Yes,1416,Zara,https://www.zara.com/us/en/alpaca-and-wool-blend-tie-dye-knit-sweater-p02142220.html,DOUBLE-BREASTED TECHNICAL OVERSHIRT BLACK,Sandals. Made of leather with a suede finish. Two wide straps at instep with buckles. Insole with anatomical shaped footbed. Welt around upper. Chunky lug soles.,18.95,USD,sweaters,MAN,Summer,Linen,Morocco
212452,Aisle,No,clothing,No,893,Zara,https://www.zara.com/us/en/denim-shirt-p06085371.html,OVERSIZED GATHERED WAIST KNIT SWEATER,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,19.99,USD,jackets,MAN,Autumn,Wool,Bangladesh
218496,Front of Store,No,clothing,No,886,Zara,https://www.zara.com/us/en/houndstooth-suit-jacket-p04285498.html,KNIT PEARL SWEATER KHAKI #3,Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.,39.99,USD,jackets,MAN,Summer,Wool,Morocco
208673,End-cap,No,clothing,No,697,Zara,https://www.zara.com/us/en/basic-medium-weight-t-shirt-p01887470.html,QUILTED RETRO RUNNING SNEAKERS GREY,Round neck long sleeve sweater. Tonal pearl appliqués and open back with tie.,89.95,USD,sweaters,MAN,Autumn,Wool,China
211321,End-cap,Yes,clothing,Yes,1342,Zara,https://www.zara.com/us/en/printed-denim-overshirt-p02553808.html,DOUBLE-BREASTED WOOL BLEND TEXTURED JACKET BEIGE,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,25.99,USD,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
206168,Front of Store,No,clothing,Yes,1083,Zara,https://www.zara.com/us/en/alpaca-blend-open-knit-sweater-p05755132.html,KNIT CONTRASTING PATCHES HOODED JACKET TAUPE,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,27.0,USD,jackets,WOMAN,Winter,Wool,Morocco
219456,Front of Store,Yes,clothing,Yes,1172,Zara,https://www.zara.com/us/en/multicolor-sneakers-p12304320.html,PLEATED ABSTRACT PRINT KNIT T-SHIRT,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,52.95,USD,jackets,MAN,Spring,Linen,Bangladesh
202883,Front of Store,Yes,clothing,Yes,1132,Zara,https://www.zara.com/us/en/hooded-denim-jacket-p01538428.html,100% LINEN OVERSHIRT BURGUNDY,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,36.99,USD,sweaters,MAN,Spring,Linen,Bangladesh
219495,Aisle,No,clothing,Yes,858,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html,CROPPED CROPPED LEATHER JACKET BLACK,Parka made of technical fabric with padded interior. High collar with removable hood. Long sleeves with interior elastic cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Adjustable interior waistband with drawstring. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,15.0,USD,jackets,WOMAN,Autumn,Acrylic,India
